ts_ms,symbol,asset,source,event_type,urgency,sentiment,abs_sentiment,confidence,hour,ret_1h,ret_4h,exc_1h,exc_4h
1779843044000,BTCUSDT,ALL,coindesk,influencer,3,0.7,0.7,0.8,0,-0.0027281326505705916,-0.006650455851947679,0.0,0.0
1779844221000,BTCUSDT,ALL,theblock,regulatory,3,0.7,0.7,0.8,1,-0.002362075965132493,-0.003595689441957761,0.0,0.0
1779851393000,BTCUSDT,BTC,cointelegraph,influencer,2,0.4,0.4,0.8,3,-0.0034294251423799826,-0.0012495673028967147,0.0,0.0
1779862470000,BTCUSDT,ALL,theblock,influencer,3,0.7,0.7,0.8,6,0.0012247459691991924,0.003275056552892508,0.0,0.0
1779871549000,BTCUSDT,BTC,coindesk,macro,2,-0.5,0.5,0.8,8,0.0005459943218171226,-0.0011585411738100904,0.0,0.0
1779873001000,BTCUSDT,BTC,cointelegraph,exchange,2,-0.4,0.4,0.7,9,0.003250018354225226,-0.0035019598087357995,0.0,0.0
1779873263000,BTCUSDT,ALL,coindesk,influencer,3,0.5,0.5,0.8,9,0.003250018354225226,-0.0035019598087357995,0.0,0.0
1779877818000,BTCUSDT,ALL,theblock,regulatory,2,-0.4,0.4,0.7,10,-0.000263400621936527,-0.010620223475465207,0.0,0.0
1779882169000,BTCUSDT,BTC,coindesk,exchange,3,-0.7,0.7,0.8,11,0.0003277599625370886,-0.005926728758970712,0.0,0.0
1779883176000,SOLUSDT,SOL,theblock,hack,3,-0.7,0.7,0.8,11,0.0007160759040456544,0.008234872896526912,0.0021842643190067568,0.01489148762524728
1779886174000,BTCUSDT,BTC,theblock,exchange,3,-0.5,0.5,0.8,12,-0.010455852860460246,-0.006765093941313083,0.0,0.0
1779886890000,BTCUSDT,ALL,coindesk,exchange,2,0.4,0.4,0.8,13,-0.006475653624244404,-0.005137534634953256,0.0,0.0
1779889627000,BTCUSDT,ALL,theblock,exchange,2,0.6,0.6,0.8,13,0.001456542460999577,-0.0013658752261515028,0.0,0.0
1779891064000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.5,0.5,0.8,14,0.0007327781177659531,-0.004337067291062424,0.0,0.0
1779891340000,BTCUSDT,BTC,decrypt,exchange,2,-0.3,0.3,0.7,14,0.006942841880341888,-0.00018295940170931502,0.0,0.0
1779894078000,BTCUSDT,BTC,coindesk,exchange,2,0.6,0.6,0.8,15,0.002156266766784709,-0.0013219049597065213,0.0,0.0
1779895169000,BTCUSDT,ALL,decrypt,regulatory,2,-0.4,0.4,0.7,15,-0.004463137076610835,-0.004186080932754854,0.0,0.0
1779895805000,BTCUSDT,BTC,decrypt,influencer,3,-0.7,0.7,0.8,15,-0.004396636337108961,-0.0045095100405868616,0.0,0.0
1779898168000,BTCUSDT,BTC,coindesk,macro,2,-0.7,0.7,0.8,16,-0.004276120929417093,0.0002540835327837776,0.0,0.0
1779898258000,BTCUSDT,ALL,cointelegraph,regulatory,2,-0.2,0.2,0.6,16,-0.0019872449944110526,0.0038514770341204763,0.0,0.0
1779898266000,SOLUSDT,SOL,decrypt,regulatory,2,-0.3,0.3,0.7,16,-0.008555133079847899,-0.000950570342205248,-0.006567888085436846,-0.004802047376325724
1779898621000,BTCUSDT,ALL,coindesk,regulatory,3,0.7,0.7,0.8,16,-0.0002681734470719732,0.0031601303219042087,0.0,0.0
1779900339000,BTCUSDT,ALL,coindesk,regulatory,3,0.8,0.8,0.9,16,-0.005076697087617488,-0.0004152538162568442,0.0,0.0
1779901346000,BTCUSDT,ALL,theblock,regulatory,3,0.7,0.7,0.8,17,-0.004491284400311213,0.0005863869048690074,0.0,0.0
1779901356000,BTCUSDT,ALL,theblock,exchange,2,0.4,0.4,0.7,17,-0.004491284400311213,0.0005863869048690074,0.0,0.0
1779901891000,BTCUSDT,ALL,coindesk,exchange,3,0.7,0.7,0.8,17,-0.0016643818156182322,0.0025585351625836417,0.0,0.0
1779901901000,BTCUSDT,ALL,coindesk,regulatory,2,-0.4,0.4,0.8,17,-0.0016643818156182322,0.0025585351625836417,0.0,0.0
1779904800000,BTCUSDT,ALL,decrypt,regulatory,3,0.7,0.7,0.8,18,0.0024679722596550047,-0.0027132067170199115,0.0,0.0
1779905440000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.7,0.7,0.8,18,0.0021913415285943483,-0.004506948156066337,0.0,0.0
1779905450000,BTCUSDT,ALL,cointelegraph,regulatory,3,0.7,0.7,0.8,18,0.0021913415285943483,-0.004506948156066337,0.0,0.0
1779905460000,BTCUSDT,BTC,cointelegraph,exchange,2,0.4,0.4,0.8,18,0.0021913415285943483,-0.004506948156066337,0.0,0.0
1779906257000,BTCUSDT,ALL,decrypt,regulatory,2,-0.2,0.2,0.6,18,0.0018207426889265133,-0.003971777019765477,0.0,0.0
1779907428000,BTCUSDT,BTC,decrypt,exchange,2,0.7,0.7,0.8,18,-0.00022403581585894727,-0.0059477508471019735,0.0,0.0
1779908800000,BTCUSDT,BTC,coindesk,regulatory,2,0.0,0.0,0.8,19,0.0034740150417176263,-0.007907808019362417,0.0,0.0
1779912607000,BTCUSDT,BTC,cointelegraph,macro,2,-0.5,0.5,0.8,20,-0.003272666701501392,-0.01169629886421475,0.0,0.0
1779915881000,BTCUSDT,BTC,coindesk,influencer,2,0.4,0.4,0.8,21,-0.008216579236906552,-0.008755925289795408,0.0,0.0
1779916246000,BTCUSDT,ALL,cointelegraph,regulatory,3,0.7,0.7,0.8,21,-0.008700104328869807,-0.010722548940165999,0.0,0.0
1779919870000,BTCUSDT,ALL,coindesk,regulatory,3,0.7,0.7,0.8,22,0.00010818399870071715,-0.002958416272161979,0.0,0.0
1779922878000,BTCUSDT,ALL,theblock,exchange,2,0.4,0.4,0.8,23,0.0013618410446556428,-0.002374254393035624,0.0,0.0
1779923424000,BTCUSDT,BTC,cointelegraph,exchange,3,-0.7,0.7,0.8,23,0.00014279816767404085,-0.010484257575684164,0.0,0.0
1779923434000,ETHUSDT,ETH,cointelegraph,macro,2,-0.4,0.4,0.8,23,-0.001296735480753597,-0.019894781995592137,-0.0014395336484276378,-0.009410524419907973
1779923504000,BTCUSDT,ALL,theblock,regulatory,2,-0.2,0.2,0.8,23,0.00014279816767404085,-0.010484257575684164,0.0,0.0
1779926057000,BTCUSDT,ALL,theblock,regulatory,3,0.8,0.8,0.7,23,0.0016301026336043023,-0.016001359314325447,0.0,0.0
1779926057000,ETHUSDT,ETH,decrypt,influencer,3,-0.7,0.7,0.8,23,0.0016742063570456267,-0.02137946701961635,4.4103723441324405e-05,-0.005378107705290902
1779926968000,BTCUSDT,BTC,decrypt,influencer,2,0.0,0.0,0.8,0,0.0006616804399199872,-0.018132328026902456,0.0,0.0
1779927059000,BTCUSDT,ALL,cointelegraph,influencer,3,0.6,0.6,0.8,0,-0.002290617191840205,-0.020498407168947352,0.0,0.0
1779927970000,BTCUSDT,ALL,coindesk,regulatory,2,0.4,0.4,0.8,0,-0.0025937563926718976,-0.019471818587290746,0.0,0.0
1779930684000,BTCUSDT,BTC,cointelegraph,macro,2,-0.7,0.7,0.8,1,-0.0009200989365265588,-0.01848563631546174,0.0,0.0
1779941590000,BTCUSDT,ALL,coindesk,regulatory,3,-0.7,0.7,0.8,4,-0.00024043128028772287,0.0060957206931051555,0.0,0.0
1779945039000,BTCUSDT,BTC,cointelegraph,macro,2,-0.6,0.6,0.8,5,0.00025652170814960407,0.005480821987637663,0.0,0.0
1779945399000,BTCUSDT,ALL,theblock,regulatory,2,0.4,0.4,0.7,5,-0.0010683634867812986,0.005086982205900981,0.0,0.0
1779948668000,BTCUSDT,BTC,cointelegraph,exchange,2,0.7,0.7,0.8,6,0.004041509692444656,0.0063142681005547985,0.0,0.0
1779950392000,BTCUSDT,ALL,theblock,influencer,2,-0.45,0.45,0.8,6,0.008080747402274158,0.008193073343353507,0.0,0.0
1779953210000,BTCUSDT,BTC,coindesk,geopolitical,3,-0.7,0.7,0.8,7,-0.0014720471185913908,6.105704185999095e-05,0.0,0.0
1779954116000,XRPUSDT,XRP,coindesk,market,2,-0.4,0.4,0.8,7,-0.0010845986984814315,-0.0027889680818097284,0.00030440348184346266,-0.003381609012081843
1779955117000,BTCUSDT,BTC,coindesk,macro,2,-0.7,0.7,0.8,7,-0.00016380929381965004,0.0012759953561019,0.0,0.0
1779955838000,BTCUSDT,ALL,cointelegraph,influencer,3,-0.7,0.7,0.8,8,-0.0008514574997025015,-0.0010352840828782295,0.0,0.0
1779958656000,BTCUSDT,BTC,coindesk,exchange,3,-0.7,0.7,0.8,8,0.0018610803180054702,0.001753264693899581,0.0,0.0
1779959292000,BTCUSDT,BTC,theblock,exchange,2,-0.45,0.45,0.8,9,0.0036620603212143,0.0003704755031257445,0.0,0.0
1779959472000,BTCUSDT,BTC,cointelegraph,macro,2,-0.4,0.4,0.8,9,0.001085637382668203,-0.0018542784620363406,0.0,0.0
1779963096000,BTCUSDT,ALL,cointelegraph,geopolitical,2,-0.45,0.45,0.8,10,-0.00010210206367333718,0.0003220979768681076,0.0,0.0
1779963096000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.7,0.7,0.8,10,-0.00010210206367333718,0.0003220979768681076,0.0,0.0
1779963652000,ETHUSDT,ETH,coindesk,macro,2,-0.42,0.42,0.78,10,-0.0024888978096694325,-0.0015756328875730086,-0.001469283547163025,0.004752321743337284
1779965834000,BTCUSDT,ALL,theblock,regulatory,2,0.4,0.4,0.8,10,0.0010334380214451766,-0.005283681802457418,0.0,0.0
1779966650000,BTCUSDT,ALL,cointelegraph,regulatory,2,-0.2,0.2,0.8,11,-0.0011662607808664571,-0.009335259946403274,0.0,0.0
1779968282000,ETHUSDT,ETH,theblock,exchange,2,0.2,0.2,0.8,11,0.0001557100377722609,0.0008338021377480853,3.9622037351971784e-05,0.007166926521753658
1779970555000,BTCUSDT,ALL,coindesk,regulatory,2,-0.45,0.45,0.8,12,-0.0011087144849322161,-4.1493192591279815e-05,0.0,0.0
1779972557000,BTCUSDT,ALL,decrypt,regulatory,3,-0.5,0.5,0.7,12,-0.007307901536787731,-0.00174078607371142,0.0,0.0
1779973913000,BTCUSDT,BTC,cointelegraph,macro,2,-0.7,0.7,0.8,13,0.0032684240715379342,0.003138440793231112,0.0,0.0
1779976008000,BTCUSDT,ALL,coindesk,macro,2,-0.7,0.7,0.8,13,-0.00045908731906563194,0.007389100135424709,0.0,0.0
1779978546000,BTCUSDT,BTC,coindesk,geopolitical,3,-0.5,0.5,0.8,14,-0.0009759748127748935,0.010033701158925545,0.0,0.0
1779982095000,ETHUSDT,ETH,theblock,influencer,3,0.7,0.7,0.8,15,0.006338435245922147,0.015602302143808533,0.0012874498288890646,0.0071696736179696074
1779982450000,BTCUSDT,ALL,decrypt,macro,2,-0.45,0.45,0.8,15,0.0049898495950679855,0.007712908071115576,0.0,0.0
1779984728000,ETHUSDT,ETH,cointelegraph,macro,2,-0.7,0.7,0.8,16,0.009244467591781103,0.01040127800007018,0.0047763855106481845,0.004566699165443833
1779984738000,BTCUSDT,BTC,cointelegraph,exchange,3,-0.7,0.7,0.8,16,0.004468082081132918,0.005834578834626347,0.0,0.0
1779984738000,BTCUSDT,BTC,cointelegraph,other,2,-0.2,0.2,0.8,16,0.004468082081132918,0.005834578834626347,0.0,0.0
1779985169000,ETHUSDT,ETH,coindesk,influencer,3,0.6,0.6,0.8,16,0.00642396147621227,0.008192299238715561,0.004485575691168808,0.0036006958711303216
1779985725000,ETHUSDT,ETH,coindesk,influencer,2,-0.35,0.35,0.7,16,0.008571171693156021,0.00734243728959183,0.005030227218251637,0.0019204087367155065
1779986271000,BTCUSDT,ALL,coindesk,exchange,2,-0.45,0.45,0.8,16,0.0015429868867244956,0.004693166581513086,0.0,0.0
1779988273000,XRPUSDT,XRP,cointelegraph,geopolitical,3,-0.8,0.8,0.9,17,0.006705846895720402,-0.004370102471368265,0.004884288315047058,-0.007101963957783397
1779988273000,BTCUSDT,ALL,cointelegraph,regulatory,3,0.5,0.5,0.8,17,0.0018215585806733436,0.0027318614864151325,0.0,0.0
1779991266000,BTCUSDT,ALL,coindesk,regulatory,2,0.4,0.4,0.8,18,-0.0026092281838439035,0.0009190920786965595,0.0,0.0
1779991892000,BTCUSDT,ALL,cointelegraph,regulatory,2,-0.4,0.4,0.7,18,-0.0015473369066956177,0.0010343204733227473,0.0,0.0
1779991902000,ETHUSDT,ETH,cointelegraph,influencer,3,0.7,0.7,0.8,18,-0.0007864201560969786,-0.0036650146897349023,0.0007609167505986392,-0.00469933516305765
1779992528000,BTCUSDT,BTC,decrypt,macro,2,-0.7,0.7,0.8,18,-0.0003924506518443449,0.0003416277488701436,0.0,0.0
1779996262000,BTCUSDT,ALL,theblock,exchange,3,0.8,0.8,0.7,19,0.001188281836362215,0.0016882819043340103,0.0,0.0
1779996533000,BTCUSDT,ALL,decrypt,influencer,2,-0.45,0.45,0.8,19,0.00205048108592476,0.0026538119404251326,0.0,0.0
1779997899000,BTCUSDT,ALL,coindesk,regulatory,2,-0.45,0.45,0.8,19,0.0021883885603952713,0.002699425709744796,0.0,0.0
1780001719000,BTCUSDT,ALL,decrypt,regulatory,2,-0.2,0.2,0.6,20,0.002787760604099576,0.0029631085576462546,0.0,0.0
1780001809000,BTCUSDT,ALL,theblock,regulatory,3,-0.7,0.7,0.8,20,0.002787760604099576,0.0029631085576462546,0.0,0.0
1780002079000,BTCUSDT,BTC,decrypt,macro,2,-0.7,0.7,0.8,21,0.0016296847325252273,0.0029873705883527446,0.0,0.0
1780003801000,BTCUSDT,ALL,decrypt,regulatory,2,-0.35,0.35,0.62,21,-0.0033087126768713837,-0.003971241194123287,0.0,0.0
1780006169000,BTCUSDT,ALL,decrypt,regulatory,3,-0.5,0.5,0.8,22,-0.001559312128189716,-0.001204688680905286,0.0,0.0
1780006529000,ETHUSDT,ETH,coindesk,influencer,2,-0.42,0.42,0.78,22,-0.003811111772762499,-0.005339526389964044,-0.002359346566576881,-0.002444680244645392
1780007797000,BTCUSDT,ALL,theblock,regulatory,3,0.6,0.6,0.8,22,0.0013394424790065251,-0.0021855565244045527,0.0,0.0
1780008983000,BTCUSDT,ALL,coindesk,exchange,2,0.4,0.4,0.8,22,0.0016764401217577163,-0.003429842293066643,0.0,0.0
1780009519000,BTCUSDT,BTC,theblock,macro,2,-0.6,0.6,0.8,23,0.0020166569176345295,-0.00203921216950953,0.0,0.0
1780009890000,BTCUSDT,ALL,decrypt,exchange,3,-0.5,0.5,0.8,23,0.0023207479321052382,-0.002438666869356787,0.0,0.0
1780011712000,BTCUSDT,ALL,theblock,exchange,2,0.4,0.4,0.8,23,0.002992468514556146,-0.002598794228014234,0.0,0.0
1780013524000,BTCUSDT,ALL,cointelegraph,regulatory,3,0.8,0.8,0.9,0,-0.0010669454025388214,-0.007089792563694131,0.0,0.0
1780013539000,BTCUSDT,ALL,cointelegraph,regulatory,2,-0.2,0.2,0.8,0,-0.0010669454025388214,-0.007089792563694131,0.0,0.0
1780016697000,BTCUSDT,BTC,coindesk,influencer,3,0.5,0.5,0.8,1,-0.003249255347955615,-0.0034268887083671595,0.0,0.0
1780017058000,BTCUSDT,ALL,cointelegraph,regulatory,2,-0.45,0.45,0.8,1,-0.000976771322352299,-0.0011125885321972007,0.0,0.0
1780027874000,BTCUSDT,ALL,cointelegraph,exchange,2,0.3,0.3,0.7,4,0.004946515468764012,0.006093972737037712,0.0,0.0
1780034141000,BTCUSDT,ALL,theblock,regulatory,3,0.8,0.8,0.7,5,0.0011127093114771114,-0.0001700274106439803,0.0,0.0
1780038676000,BTCUSDT,BTC,cointelegraph,macro,2,-0.8,0.8,0.9,7,-0.0017059458613102318,-0.0022213189460491556,0.0,0.0
1780039677000,BTCUSDT,BTC,coindesk,macro,2,-0.6,0.6,0.8,7,0.0037217813418104484,0.0007881995270804243,0.0,0.0
1780041754000,XRPUSDT,XRP,coindesk,influencer,2,-0.4,0.4,0.8,8,0.0008335227703264447,-0.007956353716753961,0.00021217041727994435,-0.00351341305956665
1780042310000,BTCUSDT,BTC,cointelegraph,macro,2,-0.7,0.7,0.8,8,0.0022040848224642584,-0.004233823754078214,0.0,0.0
1780045300000,BTCUSDT,ALL,theblock,exchange,2,0.4,0.4,0.8,9,-0.0010723196854928174,-0.00736767278155992,0.0,0.0
1780045750000,BTCUSDT,ALL,coindesk,exchange,2,0.4,0.4,0.8,9,-0.00152865137563718,-0.009366850590719844,0.0,0.0
1780045933000,BTCUSDT,ALL,cointelegraph,regulatory,3,0.7,0.7,0.8,9,-0.002820764105411211,-0.010215590258697671,0.0,0.0
1780053120000,BTCUSDT,BTC,cointelegraph,influencer,3,0.5,0.5,0.8,11,-0.003719490169211026,-0.00038728852017366755,0.0,0.0
1780055568000,BTCUSDT,ALL,theblock,regulatory,3,0.7,0.7,0.8,11,-0.002616074084496489,0.004358263759597136,0.0,0.0
1780056749000,BTCUSDT,ALL,cointelegraph,exchange,2,0.4,0.4,0.8,12,-0.003816355486108036,0.0047687752386125215,0.0,0.0
1780059658000,BTCUSDT,ALL,coindesk,regulatory,3,0.7,0.7,0.8,13,-0.003463748989586124,0.012530906573706257,0.0,0.0
1780060840000,BTCUSDT,ALL,theblock,regulatory,3,0.7,0.7,0.8,13,-0.004750528809729149,0.01585142745781587,0.0,0.0
1780061475000,BTCUSDT,BTC,coindesk,macro,2,-0.7,0.7,0.8,13,-0.007124448396097716,0.014824299389633477,0.0,0.0
1780061736000,BTCUSDT,ALL,decrypt,regulatory,3,0.7,0.7,0.8,13,-0.00837146247324172,0.012991730090869513,0.0,0.0
1780062201000,BTCUSDT,BTC,coindesk,exchange,3,-0.7,0.7,0.8,13,-0.006379324144294873,0.011318530238245028,0.0,0.0
1780064198000,BTCUSDT,BTC,coindesk,macro,2,-0.7,0.7,0.8,14,0.012600062047584126,0.016021208992359703,0.0,0.0
1780066926000,BTCUSDT,ALL,decrypt,regulatory,3,-0.8,0.8,0.7,15,0.003216945703028218,-0.0026143368506104103,0.0,0.0
1780067562000,BTCUSDT,BTC,cointelegraph,exchange,3,-0.55,0.55,0.8,15,0.0014193858888165156,-0.004661484885142619,0.0,0.0
1780068653000,BTCUSDT,ALL,coindesk,regulatory,3,0.7,0.7,0.8,15,-0.0016917882423009845,-0.0056043015517414085,0.0,0.0
1780069289000,BTCUSDT,BTC,decrypt,macro,2,-0.7,0.7,0.8,15,0.00232087882573051,-0.0027356695817991605,0.0,0.0
1780071101000,BTCUSDT,BTC,cointelegraph,macro,2,-0.5,0.5,0.8,16,0.0065848498820211265,-0.0011953839060507843,0.0,0.0
1780074104000,BTCUSDT,ALL,coindesk,regulatory,3,0.8,0.8,0.9,17,-0.001173209227033567,-0.005533926885201601,0.0,0.0
1780074740000,BTCUSDT,ALL,cointelegraph,regulatory,3,0.5,0.5,0.8,17,-0.004305273053493153,-0.006814448214531699,0.0,0.0
1780076823000,BTCUSDT,ALL,theblock,regulatory,3,0.7,0.7,0.8,17,-0.008722183669623962,-0.0075777256874655086,0.0,0.0
1780077098000,BTCUSDT,BTC,coindesk,macro,2,-0.7,0.7,0.8,17,-0.008196976140070644,-0.007727260561977145,0.0,0.0
1780077734000,BTCUSDT,BTC,decrypt,regulatory,3,0.7,0.7,0.8,18,-0.007732935834743548,-0.008473451181022607,0.0,0.0
1780078370000,BTCUSDT,BTC,cointelegraph,exchange,3,-0.7,0.7,0.8,18,-0.008304783202794819,-0.005657167606055169,0.0,0.0
1780078380000,BTCUSDT,BTC,theblock,regulatory,3,0.7,0.7,0.8,18,-0.008304783202794819,-0.005657167606055169,0.0,0.0
1780081909000,ETHUSDT,ETH,cointelegraph,macro,2,-0.5,0.5,0.8,19,0.005957599426157589,0.001354905555112751,0.001050936936264124,-0.0004588800339828669
1780083090000,BTCUSDT,ALL,coindesk,regulatory,2,0.4,0.4,0.8,19,0.00013107975660431315,-0.004538534802421723,0.0,0.0
1780085548000,BTCUSDT,ALL,cointelegraph,exchange,2,-0.3,0.3,0.7,20,0.0009220156176492633,-0.002292616068270692,0.0,0.0
1780087995000,BTCUSDT,ALL,theblock,regulatory,3,-0.7,0.7,0.8,20,-0.0035879876118463105,-0.0023727627843945776,0.0,0.0
1780088810000,BTCUSDT,ALL,cointelegraph,exchange,3,0.7,0.7,0.8,21,-0.005430588930297131,-0.0030650037972118627,0.0,0.0
1780094536000,BTCUSDT,ALL,decrypt,regulatory,3,0.7,0.7,0.8,22,-0.00036983683212765683,0.003198809552815929,0.0,0.0
1780095902000,BTCUSDT,ALL,coindesk,regulatory,3,-0.7,0.7,0.8,23,0.00103888582185796,0.0047759870947687855,0.0,0.0
1780095913000,BTCUSDT,ALL,theblock,regulatory,2,-0.4,0.4,0.8,23,0.00103888582185796,0.0047759870947687855,0.0,0.0
1780097444000,BTCUSDT,ALL,decrypt,regulatory,2,-0.4,0.4,0.8,23,0.002083937649806966,0.0032956148979186306,0.0,0.0
1780098165000,BTCUSDT,ALL,decrypt,regulatory,2,-0.4,0.4,0.8,23,0.001066346612895952,0.0019822254685128993,0.0,0.0
1780099622000,BTCUSDT,ALL,cointelegraph,regulatory,3,0.7,0.7,0.8,0,0.0011767353648981516,-2.000232407961544e-05,0.0,0.0
1780100803000,BTCUSDT,ALL,decrypt,regulatory,3,-0.7,0.7,0.8,0,0.002648964415877586,-0.0027125602611488553,0.0,0.0
1780128494000,BTCUSDT,BTC,cointelegraph,influencer,3,0.5,0.5,0.8,8,-0.00028830630444731664,0.0005165318042903433,0.0,0.0
1780142840000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.7,0.7,0.8,12,0.001913034050810447,0.004924082532318463,0.0,0.0
1780146474000,BTCUSDT,BTC,cointelegraph,influencer,3,-0.7,0.7,0.8,13,0.0026253484915874647,0.0021846490133756724,0.0,0.0
1780155104000,BTCUSDT,ALL,theblock,exchange,2,-0.45,0.45,0.7,15,0.001394631413619063,0.0023154509511300603,0.0,0.0
1780156921000,BTCUSDT,ALL,coindesk,exchange,2,0.7,0.7,0.8,16,-0.0005184961636288676,0.0008205577168205469,0.0,0.0
1780160915000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.7,0.7,0.8,17,0.001498494537294004,0.0010917699703318906,0.0,0.0
1780164089000,BTCUSDT,ALL,coindesk,regulatory,3,-0.7,0.7,0.8,18,-0.00010632501435792197,-0.0016544550518771128,0.0,0.0
1780166807000,BTCUSDT,BTC,decrypt,influencer,3,-0.5,0.5,0.8,18,0.0001545528235611382,-0.00219900027019726,0.0,0.0
1780167083000,BTCUSDT,ALL,coindesk,regulatory,3,-0.7,0.7,0.8,18,-0.0003610045894718583,-0.0021619758579363157,0.0,0.0
1780172904000,BTCUSDT,ALL,coindesk,regulatory,2,-0.45,0.45,0.8,20,0.00046098715348197317,0.0009496957403649642,0.0,0.0
1780174616000,BTCUSDT,ALL,theblock,regulatory,3,-0.7,0.7,0.8,20,-0.0014762542855780714,0.001760528872389422,0.0,0.0
1780186074000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.6,0.6,0.8,0,0.003492014076881489,0.0032214401732539866,0.0,0.0
1780191160000,BTCUSDT,ALL,theblock,influencer,3,-0.7,0.7,0.8,1,-0.002677088190155441,-0.0003100723335769384,0.0,0.0
1780200500000,BTCUSDT,BTC,cointelegraph,influencer,3,-0.5,0.5,0.7,4,0.0007910359157019542,-0.0028585498799211795,0.0,0.0
1780218485000,BTCUSDT,BTC,cointelegraph,influencer,2,-0.3,0.3,0.8,9,-0.0004716471067326422,0.0007879281077178835,0.0,0.0
1780229292000,BTCUSDT,ALL,cointelegraph,hack,3,-0.7,0.7,0.8,12,0.00040883146308501317,-0.0040640986044128136,0.0,0.0
1780243277000,BTCUSDT,BTC,coindesk,influencer,3,0.8,0.8,0.7,16,-0.0025673785942519345,-0.00023431077695257319,0.0,0.0
1780252457000,BTCUSDT,ALL,theblock,influencer,2,-0.4,0.4,0.8,18,-0.0019364110572398507,0.003132601329682405,0.0,0.0
1780261722000,BTCUSDT,BTC,cointelegraph,exchange,2,0.4,0.4,0.8,21,0.0030398436651828398,-0.0015606340245358785,0.0,0.0
1780263079000,BTCUSDT,ALL,coindesk,regulatory,2,0.2,0.2,0.8,21,0.002983788678704302,-0.0010076258711200214,0.0,0.0
1780267354000,BTCUSDT,ALL,coindesk,exchange,2,-0.35,0.35,0.7,22,-0.003658505084405239,-0.0019037696315677977,0.0,0.0
1780268975000,BTCUSDT,BTC,cointelegraph,influencer,3,0.7,0.7,0.8,23,-0.0017562486474790306,-0.0007302261415278455,0.0,0.0
1780274256000,ETHUSDT,ETH,theblock,hack,3,0.8,0.8,0.9,0,-0.007088258490781318,-0.007991031790516856,-0.0010296489728371938,-0.001851146758180544
1780276163000,BTCUSDT,ALL,cointelegraph,regulatory,2,0.0,0.0,0.8,1,-0.0003335462737688033,-0.00044853410898015866,0.0,0.0
1780301486000,BTCUSDT,ALL,theblock,exchange,3,0.6,0.6,0.8,8,0.0022390280144184427,-0.010060179284260728,0.0,0.0
1780301591000,BTCUSDT,BTC,coindesk,macro,2,-0.7,0.7,0.8,8,0.0022390280144184427,-0.010060179284260728,0.0,0.0
1780303403000,XRPUSDT,XRP,coindesk,market,2,-0.45,0.45,0.8,8,0.005306467738214193,0.0025378758747982566,0.003096607051995548,0.011561061696863995
1780308594000,BTCUSDT,ALL,cointelegraph,hack,2,0.2,0.2,0.8,10,-0.00140426398349347,-0.015318581485917693,0.0,0.0
1780308604000,BTCUSDT,ALL,cointelegraph,influencer,3,-0.5,0.5,0.8,10,-0.00020662537458582264,-0.01586946115456689,0.0,0.0
1780314656000,BTCUSDT,ALL,theblock,regulatory,2,-0.35,0.35,0.8,11,-0.003563190337084854,-0.01863093524157511,0.0,0.0
1780314746000,BTCUSDT,ALL,coindesk,regulatory,2,-0.2,0.2,0.6,11,-0.003563190337084854,-0.01863093524157511,0.0,0.0
1780315757000,BTCUSDT,BTC,cointelegraph,macro,2,-0.5,0.5,0.7,12,-0.0029081552283716228,-0.016217885418351008,0.0,0.0
1780319391000,BTCUSDT,ALL,cointelegraph,exchange,3,0.7,0.7,0.8,13,-0.0024013470482373567,-0.0035640210508995906,0.0,0.0
1780319757000,BTCUSDT,BTC,coindesk,macro,2,0.5,0.5,0.8,13,-0.0028840212355544237,-0.0036251850298284483,0.0,0.0
1780319759000,BTCUSDT,ALL,theblock,exchange,2,0.2,0.2,0.8,13,-0.0028840212355544237,-0.0036251850298284483,0.0,0.0
1780321876000,BTCUSDT,ALL,theblock,exchange,3,0.7,0.7,0.8,13,-0.0020077563148871436,-0.0009186761079649219,0.0,0.0
1780323147000,BTCUSDT,ALL,decrypt,regulatory,3,0.6,0.6,0.8,14,-0.004630934069641435,-0.002604001146034318,0.0,0.0
1780325320000,BTCUSDT,BTC,decrypt,macro,2,-0.7,0.7,0.8,14,-0.004838338273531861,0.0015042467042984953,0.0,0.0
1780326601000,BTCUSDT,ALL,cointelegraph,exchange,3,0.7,0.7,0.8,15,-0.004791979395541102,0.002294873248671614,0.0,0.0
1780326612000,BTCUSDT,ALL,cointelegraph,regulatory,3,-0.5,0.5,0.8,15,-0.004791979395541102,0.002294873248671614,0.0,0.0
1780326682000,BTCUSDT,BTC,theblock,influencer,2,-0.2,0.2,0.8,15,-0.004791979395541102,0.002294873248671614,0.0,0.0
1780327498000,BTCUSDT,BTC,decrypt,influencer,2,-0.4,0.4,0.8,15,0.00010761862491515117,0.007558063061700482,0.0,0.0
1780327858000,BTCUSDT,BTC,coindesk,exchange,3,-0.7,0.7,0.8,15,-0.001037727910238484,0.0047899018232819834,0.0,0.0
1780329039000,BTCUSDT,BTC,theblock,macro,2,-0.5,0.5,0.8,15,0.006107019832244376,0.006546077428784436,0.0,0.0
